component,npv_cost
TotalGenFixedCosts,84768154.9860439
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,29327582.49966925
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20166073.12757772
