TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,0.0,0.05347678846944147
Biomass_IGCC_CCS,0.0,0.0
Central_PV,257.2520765923968,0.13741597604870304
Coal_IGCC,678.4133323749584,0.32218073013428233
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.1503004309726,0.3856876700334032
Commercial_PV,21.89669329732902,0.006713311264052336
Geothermal,643.2453734607883,0.5927169758269796
NG_CC,651.1135435202305,0.6968111606023318
NG_CC_CCS,0.0,1.0191512795835809e-17
NG_GT,109.67492381764919,0.07283173735492626
Nuclear,0.0,0.0
Residential_PV,0.0,0.004075938981746044
Wind,470.4362765056745,0.7280897112841336
