component,npv_cost
TotalGenFixedCosts,66097416.90729313
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28420936.54998997
TxFixedCosts,2398398.145753939
GenVariableOMCostsInTP,19244226.09380089
