PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,81192182.36817273,11592521.872589126,8.265279657028813,1402556.52
2030,60277560.48258284,14018849.300393669,7.579288623967044,1849626.0
