component,npv_cost
TotalGenFixedCosts,75213898.83023238
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31196785.66886406
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,21114471.6927299
