PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,82085966.2273258,11720135.254005766,8.356265923604822,1402556.52
2030,72857085.4663589,16944489.681428168,9.161035626352662,1849626.0
