PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80837926.65217909,11541941.66872758,8.229216793864094,1402556.52
2030,60631816.19857648,14101239.12268505,7.623832668163754,1849626.0
