component,npv_cost
TotalGenFixedCosts,65858535.73418774
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28035171.42645874
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20158140.18825076
