PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80711206.11952177,11523848.663912475,8.216316775535345,1402556.52
2030,60758536.73123384,14130710.72101064,7.639766483067734,1849626.0
