component,npv_cost
TotalGenFixedCosts,64966925.4979666
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28440371.16031624
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20644550.69061441
