PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,88457513.92169069,12629857.14907979,9.00488284713103,1402556.52
2030,79958846.61492313,18596157.707009263,10.054009679259085,1849626.0
