TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,474.5804513382286,0.0
Biomass_IGCC_CCS,0.0,0.0
Central_PV,409.84015379471816,0.02947828022718201
Coal_IGCC,0.0,0.695926565691147
Coal_IGCC_CCS,0.0,0.0
Coal_ST,418.88574918763044,0.2566101460977951
Commercial_PV,22.128601883326358,4.0244210849545665e-17
Geothermal,451.56388274881266,0.29608411600115786
NG_CC,219.00968287291107,0.4295078041220986
NG_CC_CCS,0.0,-3.578248842736228e-17
NG_GT,444.7504744556748,0.050274397693795714
Nuclear,0.0,0.0
Residential_PV,13.435222572019576,5.6584052787771104e-18
Wind,797.9883011466787,0.24211869016682355
