PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,94911222.59224764,13551309.889240114,9.661863672517178,1402556.52
2030,66768483.52290156,15528453.723568264,8.395456013036291,1849626.0
