TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,333.8385945318469,0.2172161176541004
Biomass_IGCC_CCS,0.0,0.0
Central_PV,270.9333327217545,0.3190363774402862
Coal_IGCC,0.0,0.6778532348631191
Coal_IGCC_CCS,0.0,0.0
Coal_ST,419.5765223654804,0.6443177076992481
Commercial_PV,83.55687837744257,0.05833013006038039
Geothermal,562.8395917086735,0.963854523982018
NG_CC,561.6703844603287,1.0015703220161385
NG_CC_CCS,0.0,-8.140114110245973e-19
NG_GT,239.38085336550125,0.22205140576451263
Nuclear,0.0,0.0
Residential_PV,13.39680427139642,0.012352257093972255
Wind,766.9895581975773,0.8834179234262236
