component,npv_cost
TotalGenFixedCosts,70823023.08499756
LocalTDFixedCosts,25308765.15391766
FuelCostsPerPeriod,28773416.28212864
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,21192062.40323565
