PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,84065521.64976382,12002773.789678516,8.557782605209033,1402556.52
2030,64140875.62245637,14917346.723186115,8.065061111373929,1849626.0
