PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,86975417.29649657,12418245.18049218,8.854006953311357,1402556.52
2030,74704288.81865269,17374096.73943894,9.393302613306117,1849626.0
