component,npv_cost
TotalGenFixedCosts,74024937.01569432
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,33321336.81850129
TxFixedCosts,2316386.393915602
GenVariableOMCostsInTP,19971626.31165578
