generation_project,timestamp,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,tp_weight_in_year_hrs,period,DispatchGen_MW,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
N-Geothermal,2025011500,N-Geothermal,Geothermal,North,Geothermal,1095.7440000000001,2020,-3.33066907387547e-15,-3.649560653684603e-15,-1.0521683364572711e-10,0.0
N-Geothermal,2025011512,N-Geothermal,Geothermal,North,Geothermal,1095.7440000000001,2020,-3.33066907387547e-15,-3.649560653684603e-15,-1.0521683364572711e-10,0.0
N-Geothermal,2025011600,N-Geothermal,Geothermal,North,Geothermal,1095.7440000000001,2020,-3.33066907387547e-15,-3.649560653684603e-15,-1.0521683364572711e-10,0.0
N-Geothermal,2025011612,N-Geothermal,Geothermal,North,Geothermal,1095.7440000000001,2020,-3.33066907387547e-15,-3.649560653684603e-15,-1.0521683364572711e-10,0.0
N-Geothermal,2025061500,N-Geothermal,Geothermal,North,Geothermal,2191.5,2020,0.0,0.0,0.0,0.0
N-Geothermal,2025061512,N-Geothermal,Geothermal,North,Geothermal,2191.5,2020,-3.33066907387547e-15,-7.299161275398092e-15,-2.1043481956972702e-10,0.0
N-Geothermal,2035011512,N-Geothermal,Geothermal,North,Geothermal,8766.0,2030,0.0,0.0,0.0,0.0
N-Coal_IGCC,2025011500,N-Coal_IGCC,Coal_IGCC,North,Coal,1095.7440000000001,2020,0.0,0.0,0.0,0.0
N-Coal_IGCC,2025011512,N-Coal_IGCC,Coal_IGCC,North,Coal,1095.7440000000001,2020,0.0,0.0,0.0,0.0
N-Coal_IGCC,2025011600,N-Coal_IGCC,Coal_IGCC,North,Coal,1095.7440000000001,2020,0.0,0.0,0.0,0.0
N-Coal_IGCC,2025011612,N-Coal_IGCC,Coal_IGCC,North,Coal,1095.7440000000001,2020,0.0,0.0,0.0,0.0
