component,npv_cost
TotalGenFixedCosts,103793397.1676238
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,27924828.29163137
TxFixedCosts,3353579.807869219
GenVariableOMCostsInTP,8035790.115571724
