PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,84440380.95674844,12056295.74941175,8.595942892491598,1402556.52
2030,77239325.1584008,17963674.222890995,9.712057585096119,1849626.0
