PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,85471575.89087515,12203528.518381549,8.700917463477015,1402556.52
2030,76208130.22427404,17723847.556630515,9.582395336479113,1849626.0
