component,npv_cost
TotalGenFixedCosts,75834976.13592568
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,33551940.23729555
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,24874894.24006959
