PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,83927420.612641,11983055.890161863,8.54372406337098,1402556.52
2030,77752285.50250822,18082974.236089073,9.77655711808175,1849626.0
