component,npv_cost
TotalGenFixedCosts,74264410.20853221
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,34884754.83678928
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,25112645.5679694
