TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,682.808979095131,0.1696289435538457
Biomass_IGCC_CCS,0.0,0.0
Central_PV,272.63463108253006,0.23914333699683235
Coal_IGCC,0.0,0.5820943151647496
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.1497836109294,0.5149197615391301
Commercial_PV,84.05512132524836,0.03250800628852904
Geothermal,440.5819260117832,0.6916475001788962
NG_CC,668.3246348456081,0.7490447345562845
NG_CC_CCS,-5.63438187308205e-13,2.1739440314981296e-17
NG_GT,132.9756618066936,0.34177046340273187
Nuclear,0.0,0.0
Residential_PV,13.49452667490061,0.008200976547897358
Wind,537.1572555471753,0.6710419617711025
