component,npv_cost
TotalGenFixedCosts,69147798.5515843
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,29752751.37574721
TxFixedCosts,2115573.623171261
GenVariableOMCostsInTP,21881508.56779974
