component,npv_cost
TotalGenFixedCosts,65188629.44565581
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28314975.03191753
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20548242.87132387
