component,npv_cost
TotalGenFixedCosts,64833071.72956976
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,32932157.37448122
TxFixedCosts,2380554.352472994
GenVariableOMCostsInTP,22751848.66177849
