component,npv_cost
TotalGenFixedCosts,95602208.50598535
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,22512518.35213482
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,16147083.75517068
