PERIOD,Component,Component_type,AnnualCost_NPV,AnnualCost_Real
2020,TotalGenFixedCosts,annual,37760299.35948564,5391369.999828247
2020,LocalTDFixedCosts,annual,14240596.001031432,2033255.1214361135
2020,FuelCostsPerPeriod,annual,19330749.14269823,2760021.047766621
2020,TxFixedCosts,annual,1306842.4485104633,186589.3886148835
2030,TotalGenFixedCosts,annual,45404203.96601266,10559728.82624851
2030,LocalTDFixedCosts,annual,11068169.15288622,2574141.9218585
2030,FuelCostsPerPeriod,annual,10211830.7773142,2374981.926975216
2030,TxFixedCosts,annual,1091555.6972434758,253864.8661314691
2020,GenVariableOMCostsInTP,timepoint,12691190.342655113,1812032.8502722122
2030,GenVariableOMCostsInTP,timepoint,8574269.227311773,1994131.6004886883
