component,npv_cost
TotalGenFixedCosts,83164503.3254983
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,29542579.92001243
TxFixedCosts,2398398.145753939
GenVariableOMCostsInTP,21265459.56996689
