gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Biomass_IGCC,BioSolid,2020,0.0,0.0,0.0
Biomass_IGCC,BioSolid,2030,0.0,0.0,0.0
Biomass_IGCC_CCS,BioSolid,2030,0.0,0.0,0.0
Central_PV,Solar,2020,7.171066547590799e-16,0.0,0.0
Central_PV,Solar,2030,10.5665364,0.0,0.0
Coal_IGCC,Coal,2020,33.26102984078107,161840.18855807887,25257.8938846117
Coal_IGCC,Coal,2030,87.13636634068287,423984.64588584105,66169.96241725312
Coal_IGCC_CCS,Coal,2030,45.05410510009789,444143.36807676504,6700.65556153422
Coal_ST,Coal,2020,29.664062784,103824.219744,26209.97931343104
Coal_ST,Coal,2030,0.0,0.0,0.0
Commercial_PV,Solar,2020,0.0,0.0,0.0
Commercial_PV,Solar,2030,2.4053904,0.0,0.0
Geothermal,Geothermal,2020,33.962222434248034,1126000.5036962763,0.0
Geothermal,Geothermal,2030,33.962315418,1126003.5865260807,0.0
NG_CC,NaturalGas,2020,42.009513737469895,169246.79755243025,14945.611276692578
NG_CC,NaturalGas,2030,-1.281462645282389e-13,-3.5212269826677367e-10,0.0
NG_CC_CCS,NaturalGas,2030,1.4757503231677715e-15,1.3724478005460276e-11,1.1839460796669025e-13
NG_GT,NaturalGas,2020,10.30502150837811,251121.14072142687,5681.090344426888
NG_GT,NaturalGas,2030,5.336497910235498e-14,1.7807039686790219e-09,0.0
Nuclear,Uranium,2030,0.0,0.0,0.0
Residential_PV,Solar,2020,0.0,0.0,0.0
Residential_PV,Solar,2030,1.4604156,0.0,0.0
Wind,Wind,2020,-6.825936076371162e-15,0.0,0.0
Wind,Wind,2030,30.061243800000007,0.0,0.0
