component,npv_cost
TotalGenFixedCosts,76633703.76171453
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,32236332.83666847
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,25391774.01490786
