PERIOD,Component,Component_type,AnnualCost_NPV,AnnualCost_Real
2020,TotalGenFixedCosts,annual,33413320.91185745,4770713.659969139
2020,LocalTDFixedCosts,annual,14240596.001031432,2033255.1214361135
2020,FuelCostsPerPeriod,annual,24422458.862557992,3487009.2204541313
2020,TxFixedCosts,annual,1306842.4485104633,186589.3886148835
2030,TotalGenFixedCosts,annual,43220382.849857084,10051834.032874307
2030,LocalTDFixedCosts,annual,11068169.15288622,2574141.9218585
2030,FuelCostsPerPeriod,annual,7813873.97411048,1817285.2520628297
2030,TxFixedCosts,annual,802287.8994302305,186589.3886148835
2020,GenVariableOMCostsInTP,timepoint,17260641.744195964,2464453.6101662107
2030,GenVariableOMCostsInTP,timepoint,8131132.270711894,1891070.5249528955
