PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,86152773.5775968,12300789.10249874,8.770262678967647,1402556.52
2030,55316969.273158826,12865156.61527137,6.955544858945198,1849626.0
